show;number;title;duration;date;year;month;weekday;host;guest;category;topic;summary;network
A Complicated Profession;38;"The Book of Boba Fett S1E6: ""From the Desert Comes a Stranger""";00:54:02;2022-02-03;2022;February;Wednesday;"Dan Moren;Tony Sindelar;Kat Benesh";"Tony Sindelar;Kat Benesh";NA;The Book of Boba Fett, Season 1, Episode 6;Meanwhile, two shows over… We’re back to cover the latest episode of The Book of Boba Fett…or is it The Mandalorian…or is it Jedi Academy? Also, Boba Fett technically makes an appearance. We’ve got a lot of questions this week, and not all of them are going to get answered.  ;The Incomparable
A Complicated Profession;37;"The Book of Boba Fett S1E5: ""Return of the Mandalorian""";00:50:04;2022-01-28;2022;January;Thursday;"Dan Moren;Tony Sindelar;Kat Benesh";"Tony Sindelar;Kat Benesh";NA;The Book of Boba Fett, Season 1, Episode 5;I heard you liked Mandalorian bounty hunter shows, so I put a Mandalorian bounty hunter show in your Mandalorian bounty hunter show. It’s episode five of The Book of Boba Fett—or is it The Mandalorian?—and we discuss putting weapons in your checked baggage, whether or not this is the way, and the surprising return of a certain interjection. ;The Incomparable
A Complicated Profession;36;"The Book of Boba Fett S1E4: ""The Gathering Storm""";00:45:10;2022-01-20;2022;January;Wednesday;"Dan Moren;Tony Sindelar;Kat Benesh";"Tony Sindelar;Kat Benesh";NA;The Book of Boba Fett, Season 1, Episode 4;Our flashbacks wrap up in this week’s episode of The Book of Boba Fett, and your Star Wars pals convene to discuss Boba’s finally unveiled motivations, the soul of a Wookiee, and whether this show has a code. ;The Incomparable
A Complicated Profession;35;"The Book of Boba Fett S1E3: ""The Streets of Mos Espa""";00:42:00;2022-01-14;2022;January;Thursday;"Dan Moren;Tony Sindelar;Kat Benesh";"Tony Sindelar;Kat Benesh";NA;The Book of Boba Fett, Season 1, Episode 3;Sometimes a man just wants to ride his rancor in peace. We’re back to discuss episode three of the Book of Boba Fett, and continuing to wonder why the galaxy’s best bounty hunter wants this job, explore the economics of Tatooine, and figure out who exactly the villain is.;The Incomparable
A Complicated Profession;34;"The Book of Boba Fett S1E2: ""The Tribes of Tatooine""";00:41:30;2022-01-06;2022;January;Wednesday;"Dan Moren;Tony Sindelar;Kat Benesh";"Tony Sindelar;Kat Benesh";NA;The Book of Boba Fett, Season 1, Episode 2;We delve deeper into Boba’s history this week, learning about his time among the Tuskans robbing space trains and having lizard-induced hallucinations. But in the present, Boba’s motivations are still murky and he’s continuing to not do great as a would-be crime lord.;The Incomparable
A Complicated Profession;33;"The Book of Boba Fett S1E1: ""Stranger in a Strange Land""";00:38:49;2021-12-30;2021;December;Wednesday;"Dan Moren;Tony Sindelar;Kat Benesh";"Tony Sindelar;Kat Benesh";NA;The Book of Boba Fett, Season 1, Episode 1;The galaxy’s most feared bounty hunter is making a career change and we’ve assembled a crack panel of experts to break it down. We discuss whether Boba Fett really wants to be a manger, whether he’s any good at being a crime lord, and if he’s actually cool. Plus, the Jawa-centric show we never got.;The Incomparable
A Complicated Profession;32;"The Bad Batch S1E16: ""Kamino Lost""";00:41:40;2021-08-16;2021;August;Sunday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E16: “Kamino Lost”;It’s the end of Kamino and the end of season one of The Bad Batch! Dan Moren and Tony Sindelar wrap up this final installment, discussing how much agency clones actually have, Crosshair’s relationship with the rest of his squad, and a visit to Conspiracy Corner for what season two may bring.  ;The Incomparable
A Complicated Profession;31;"The Bad Batch S1E15: ""Return to Kamino""";00:34:03;2021-08-09;2021;August;Sunday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E15: “Return to Kamino”;Everything’s about to go down on Kamino in the penultimate installment of The Bad Batch’s inaugural season. Your friendly neighborhood Dan Moren and Tony Sindelar are here to break it down, discussing Crosshair’s bad plan, the Bad Batch’s worse plan, and what to do with an obsolete clone army.;The Incomparable
A Complicated Profession;30;"The Bad Batch S1E14: ""War-Mantle""";00:31:00;2021-08-03;2021;August;Monday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E14: “War-Mantle”;This week, the Bad Batch meet their replacements. Dan Moren and Tony Sindelar break down the latest episode, discussing the influences of the original trilogy, the longevity of clones in Imperial service, and when to stun. ;The Incomparable
A Complicated Profession;29;"The Bad Batch S1E13: ""Infested""";00:26:34;2021-07-25;2021;July;Sunday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E13: “Infested”;It’s a sort of heist in this week’s episode of The Bad Batch. Your Star Wars pals Dan Moren and Tony Sindelar discuss confusing geography, missed beats, and when your crime lords are too normal. ;The Incomparable
A Complicated Profession;28;"The Bad Batch S1E12: ""Rescue on Ryloth""";00:26:56;2021-07-18;2021;July;Sunday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E12: “Rescue on Ryloth”;And now, the thrilling conclusion! This week’s episode of The Bad Batch picks up hot on the heels of last week’s, and your Star Wars pals Dan Moren and Tony Sindelar are here to discuss the Bad Batch’s evolving motivations, Omega’s strategic prowess, and how exactly the clones’ programming works (or doesn’t). ;The Incomparable
A Complicated Profession;27;"The Bad Batch S1E11: ""Devil's Deal""";00:29:53;2021-07-12;2021;July;Monday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E11: “Devil’s Deal”;What do you call a planted pilot for a show that already exists? The latest episode of The Bad Batch, apparently. Your Star Wars pals Dan Moren and Tony Sindelar take a close look at Ryloth this week, discussing attempted assassinations, cameos by your lead characters, and the nature of Dave Filoni’s subsection of the Star Wars universe.;The Incomparable
A Complicated Profession;26;"The Bad Batch S1E10: ""Common Ground""";00:23:19;2021-07-04;2021;July;Sunday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E10: “Common Ground”;Separatists, they’re not so different from us! In the latest episode, the Bad Batch take on a rescue mission that raises some questions—without really answering them. Your Star Wars pals Dan Moren and Tony Sindelar discuss why stunning is in this season, all of our loose plot threads, and what exactly Omega’s strategy superpower means.;The Incomparable
A Complicated Profession;25;"The Bad Batch S1E9: ""Bounty Lost""";00:25:36;2021-06-28;2021;June;Sunday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E9: “Bounty Lost”;Omega finds herself caught between two bounty hunters this week, with the Bad Batch largely out of the picture. Dan Moren and Tony Sindelar recap the episode, with a jaunt to Clone Corner, discussions of the bounty hunter code, and a new Kaminoan that you should get very attached to.;The Incomparable
A Complicated Profession;24;"The Bad Batch S1E8: ""Reunion""";00:26:01;2021-06-20;2021;June;Sunday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E8: “Reunion”;This week, the Bad Batch find themselves in a (scrap)heap of trouble, and your Star Wars pals Dan Moren and Tony Sindelar are here to break it down. Metaphorically. We discuss wearing out your welcome, garbage planets, and…Westerns?;The Incomparable
A Complicated Profession;23;"The Bad Batch S1E7: ""Battle Scars""";00:25:54;2021-06-14;2021;June;Monday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E7: “Battle Scars”;A fan favorite returns on this week’s episode of The Bad Batch, and your Star Wars pals Dan Moren and Tony Sindelar discuss corporate synergy, tying up plot threads, and the amazing backstory of space rats.;The Incomparable
A Complicated Profession;22;"The Bad Batch S1E6: ""Decommissioned""";00:24:45;2021-06-06;2021;June;Sunday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E6: “Decommissioned”;This week, the Bad Batch runs into some old friends—and possibly some new ones? Your Star Wars pals Dan Moren and Tony Sindelar recap the latest episode of The Bad Batch and discuss the larger galactic conflict on the way, some fast-moving changes, and Omega’s status on the team.;The Incomparable
A Complicated Profession;21;"The Bad Batch S1E5: ""Rampage""";00:36:31;2021-05-30;2021;May;Sunday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E5: “Rampage”;If you’re going to take on a squad of special forces clones, be sure to bring a dragon. That’s the moral of this week’s episode of The Bad Batch, which your Star Wars pals Dan Moren and Tony Sindelar recap on our latest installment. We discuss a creature cameo, representing civilizations, and curating the expanded universe. ;The Incomparable
A Complicated Profession;20;"The Bad Batch S1E4: ""Cornered""";00:27:04;2021-05-23;2021;May;Sunday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E4: “Cornered”;This week, a familiar bounty hunter is on the team’s trail. Your Star Wars pals Dan Moren and Tony Sindelar recap the latest episode of The Bad Batch, including how many times you can pretend your friend is a droid, bribery as a social skill, and the Star Wars settings where we feel most at home.;The Incomparable
A Complicated Profession;19;"The Bad Batch S1E3: ""Replacements""";00:26:31;2021-05-16;2021;May;Sunday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E3: “Replacements”;It’s a dark week for The Bad Batch, though that could mainly be the lighting. Your Star Wars pals Dan Moren and Tony Sindelar are here to discuss the latest episode, including whether a headache can be foreshadowing, surprisingly compelling sub-plots, and the ecology of a deserted moon. ;The Incomparable
A Complicated Profession;18;"The Bad Batch S1E2: ""Cut and Run""";00:27:42;2021-05-09;2021;May;Sunday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E2: “Cut and Run”;Where do a bunch of wanted clones go? To another wanted clone, of course. Dan Moren and Tony Sindelar return to cover the second episode of The Bad Batch and discuss whether you should drag a child along when your lives are constantly in danger, the rapid ascent of authoritarianism, and if there are, in fact, more than seven people in this universe.;The Incomparable
A Complicated Profession;17;"The Bad Batch S1E1: ""Aftermath""";00:43:08;2021-05-05;2021;May;Tuesday;"Dan Moren;Tony Sindelar;Kat Benesh";Tony Sindelar;NA;The Bad Batch S1E1: “Aftermath”;A Complicated Profession returns to cover the latest Star Wars television series, The Bad Batch. Dan Moren is joined by co-host Tony Sindelar to discuss the show’s connections to The Clone Wars, the untrodden ground of this period in Star Wars history, and where this series may take us.;The Incomparable
A Complicated Profession;0;Coming Soon: The Bad Batch;00:01:48;2021-04-27;2021;April;Tuesday;"Dan Moren;Tony Sindelar;Kat Benesh";NA;NA;New episodes, May 4th!;A Complicated Profession is expanding to cover all your favorite Star Wars shows from a galaxy far, far away. Join us for new episodes, starting May 4th!;The Incomparable
Agents of SMOOCH;139;Stupid Christmas Dinner;00:50:02;2025-12-26;2025;December;Friday;Annette Wierstra;"Erika Ensign;Steven Schapansky";NA;Doctor Who: The Return of Doctor Mysterio;Is the Return of Doctor Mysterio the most romcom episode of Doctor Who? We think so. We’ve got superheroes, secret identities, snooping reporters, and invading aliens. This calls for Doctor Mysterio! Join our Agents for this Boxing Day mission and relish the 12th Doctor as matchmaker while he saves the world again. ;The Incomparable
Agents of SMOOCH;138;Chekhov's Antlers;01:20:59;2025-12-12;2025;December;Friday;Annette Wierstra;"Erika Ensign;Steven Schapansky;Kirsten Goruk;Sandra Wong";NA;2025 Annual Christmas Movie Marathon;This year is our 5th annual Holiday Movie Bingo Marathon. For this mission, our Agents watch three Christmas movies, including An Alpine Holiday, Merry Christmas Ted Cooper!, and A Keller Christmas Vacation. We unintentionally chose the theme of siblings, but there are still miscommunications, almost smooches, and European settings. And we learn that just about anyone can climb mountains in the Alps if you carry your yoga mat. Grab your Bingo Cards and get ready to play with us. ;The Incomparable
Agents of SMOOCH;137;Anyone but Emily;01:15:51;2025-11-28;2025;November;Friday;Annette Wierstra;Kirsten Goruk;NA;Emily in Paris (Seasons 1-4);Today’s mission is long overdue. Our agents have been preparing for it for 4 long seasons. It’s time to go to France, even if we can’t speak a word of French and are actually pretty bad at our jobs. This is a mission of love and of hate and Emily in Paris. Join our Agents as they explore why they are always annoyed with Emily and yet are enamoured with all the other things about this show. ;The Incomparable
Agents of SMOOCH;136;If You're Diane Keaton, You Wear Hats;01:15:25;2025-11-14;2025;November;Friday;Annette Wierstra;"Heather Berberet;Shelly Brisbin;Micheline Maynard";NA;The First Wives Club;We’ve recently lost the iconic Diane Keaton, and the Agency wanted to do a special mission to honour her work. We chose The First Wives Club with Goldie Hawn, Bette Midler and some amazing power suits. Join us for a celebration of women, friendship, and a good dance scene. ;The Incomparable
Agents of SMOOCH;135;The Sexy Part;01:08:17;2025-10-31;2025;October;Friday;Annette Wierstra;"Sandra Wong;Shelly Brisbin";NA;Witches of Eastwick;The Agents are back with a Halloween mission full of magic and glorious 80s hair. Join us for Witches of Eastwick with Cher, Susan Sarandon, Michelle Pfeiffer with the devilish Jack Nicholson. Our coven walks through the important questions. Who is taking care of all those kids? Is Jack Nicholson actually the devil? What is the horniest scene? We can confirm that this movie is fun, campy, and perfect for the season of the witch. ;The Incomparable
Agents of SMOOCH;134;The Artful Detective;01:29:06;2025-05-23;2025;May;Friday;Annette Wierstra;Amanda-Rae Prescott;NA;Murdoch Mysteries;This episode of Agents of SMOOCH is a spoiler-light mission to convince you to watch the most Canadian of mystery shows: Murdoch Mysteries. This series, set in the 1890s to 1910s, is 18 seasons long and still going. We discuss the series’ ability to be serious and light-hearted, tackle social issues and zombies while staying true to itself. And - of course - we delve into the many romantic entanglements. We give no mysteries away and hope that by the end, you will be drawn into the world of Detective Murdoch with us. AGENCY ANNOUNCEMENT! This is the last episode before we go into the summer break. We will be back in the fall. Until then, stay safe, Agents! ;The Incomparable
